Title,Discipline,Article URL,PDF URL,Abstract
"View of Views of College Lecturers on the Integration of Music, Art and Design and Physical Education into Expressive Arts in Zambia: An Exploratory Study",Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/1011/769,https://journals.unza.zm/index.php/JLSS/article/download/1011/769,"Abstract
The concerns of an overloaded curriculum persisted in Zambia’s education 
system as far back as 1992. This lasted until 2002 when the number of subjects 
was reduced from 11 to 5 in primary schools and from fourteen to six in colleges 
of education. The study established lecturers’ views on the integration of music, 
art and design and physical education subjects into expressive arts in colleges 
of education in Zambia in order to gain insights on prospects and challenges 
of how the process of integration was done and its implications on the subjects 
involved. A qualitative approach was adopted for the study in order to gain an 
understanding of arts integration through the views of college lecturers who train 
primary school teachers. Twenty-four lecturers were conveniently selected from 
ten colleges of education. Data was collected using semi-structured interviews 
and analysed along common themes that arose from participants narratives. The 
findings revealed that college lecturers saw arts integration as the merging of 
three subjects into one, a combination of more than two subjects that are related 
to one another in a number of ways such a s having similar competencies, and 
merging them into topics. The study reported some benefits and prospects of 
arts integration as ranging from according lessons a more practical approach, 
enhancing creativity among leaners, promoting transfer of learning, to supporting 
collaboration among lecturers and learners. Further, it was found that there were 
a number of challenges to arts integration ranging from time constraint, lack of 
human resource, lack of teaching and learning materials to limited knowledge 
to teach subjects as integrated. The study concluded that lecturers lacked a 
philosophical understanding of integration and were largely unable to integrate 
the subjects as expressive arts in actual teaching."
View of Coping With Racism: An Analysis of Defence Mechanisms Employed by Lubinda in Dominic Mulaisho's The Tongue of the Dumb,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/1012/770,https://journals.unza.zm/index.php/JLSS/article/download/1012/770,"Abstract
Sensitive as racism may be, it has continued to be a problematic reality, a 
thematic issue and a subject of scholarly discourse. Racism negatively impacts 
societies and individuals. Thus, the attention and need for relentless efforts in 
addressing, ameliorating, combating, eradicating and mitigating it. This paper 
concerns itself with representations and experiences of Racism in Dominic 
Mulaisho’s The Tongue of the Dumb. Using the Defence Mechanism Theory 
of Psychoanalysis, it investigates the defence mechanisms employed by a 
prominent character, Lubinda, to cope with racism. Further, the study explores 
the role and significance of defence mechanisms in coping with racism. The 
research was qualitative. Data was collected by textual analysis of the selected 
novel and analysed thematically.  The findings of the study show that affiliation, 
humour, identification with the aggressor, sublimation, passive aggression and 
sublimation were utilised by the character. The usefulness and protectiveness of 
defence mechanisms is observable and it is rendered prudent to be acquainted 
with these mechanisms as stressful situations and unpleasant experiences are 
inevitable. 
Key words: Racism, defence mechanism’s, coping, stress"
View of A Stylistic and Thematic Analysis of Zambian Prison Poetry: The Case of Mwembeshi Maximum Security Prison,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/1013/771,https://journals.unza.zm/index.php/JLSS/article/download/1013/771,"Abstract
How the same theme is expressed in different poems, among different poets, 
is an interesting area of inquiry because style can determine the treatment of 
theme. Thus, this article dealt with a stylistic and thematic analysis of selected 
poems written by inmates of Mwembeshi Maximum Security Prison, and the 
relationship between the poetry and the prisoners’ prison experience. The study 
proceeded from the premise that inmate poetry offers authentic experience 
about life in prison. To achieve its aim the study utilised thematic and stylistic 
analysis of the poems.  Among the key findings of the study is the idea that 
the poems were not only authentic but were reflection of the deepest feelings 
of the writers, thematically fresh and touching. The study concluded that most 
of the poems exhibit themes and stylistic approaches that reflect their prison 
lived experience and that not all poems use figures of speech to express their 
prison lived experience."
"View of Namwali Serpell's the Old Drift as a Postcolonial Text: A Semiotic, Linguistic and Onomastic Analysis",Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/789/656,https://journals.unza.zm/index.php/JLSS/article/download/789/656,"Abstract
This essay analyses Namwali Serpell’s seminal novel The Old Drift from 
a postcolonial perspective. In pursuing this goal, the essay utilises some 
aspects of postcolonial theory, semiotics, onomastics and linguistics. 
In particular, it looks at how Serpell reinterprets the history of colonial 
Zambia as projected and interpreted by colonial writers. The findings 
suggest that the novel epitomises a new drift in Zambian literature. The 
novel problematises the views of the imperial centre as exemplified in 
colonial literature and suggests that the colonisers used the gun, fraud, 
deception, language and names as some of the means of subjugating the 
local people and dispossessing them of their land. Therefore, the whole 
colonial enterprise was pursued for the benefit of the white settlers at 
the expense of the local people and was motivated by greed, selfishness 
and self-aggrandisement."
View of Peculiarity of Retirement Adjustment: A Study of Selected Retired Military Officers in Nigeria,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/790/658,https://journals.unza.zm/index.php/JLSS/article/download/790/658,"Abstract
Retirement is a normal and ubiquitous phenomenon in the world of work. 
Every worker must retire owing to the fact that retirement is inevitable 
and no individual can work for eternity due to senescence. However, 
retirement comes with adjustment and adaptation in relation to different 
professions and skills or vocations. This study adopted a survey 
research method; using accidental and snowballing sampling technique 
with key informant interview (KII) and focus group discussion (FGD) 
as research instruments. The analysis was done using a qualitative 
method of content analysis to present the peculiarity of retirement 
adjustment among selected retired military officers in Nigeria. From 
the analysis, the adjustment is divided into two namely: social and 
economy retirement. The social adjustment includes changes in lifestyle 
in general. It includes but is not limited to changes in the living 
environment that warrants adapting to the lack of appropriate space 
to exercise and other recreational  facilities such as visit to Officers’ 
Mess and complying with community security instructions amongst 
others. Economy retirement adjustment is characterised by less income, 
gratuity (less than salary) and increased spending owing to the need to 
budget for payment of bills such as security, electricity, transportation 
and even accommodation in some instances. Meanwhile, officers 
become more frugal and thus, have to reduce financial commitment to 
family and friends resulting from less income. Financial adjustment 
has been found to affect social adjustment as finance is a major factor 
that determines social involvement, especially in relation to financial 
commitment to family and friends. Recommendations such as the need 
for retirement education and training of officers in choiced occupation 
before and after retirement becomes imperative among others."
View of Portrayal of Women Through Zambian Memes,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/791/657,https://journals.unza.zm/index.php/JLSS/article/download/791/657,"Abstract
Among internet content produced by internet users, are memes. 
Facebook and WhatsApp have become an integral part of society in 
this age of social media where the young generation and older adults 
engage in social interaction. These memes, sometimes, carry wrong 
perceptions and messages that can create false consciousness among 
the people. The notion of gender is culturally and socially constructed. 
Social media sites have reinforced the concept of gender stereotyping 
through its content. These sites are invisibly controlling people’s lives by 
transferring the stereotyped ideology. Stereotypes have been a central 
theme in memes on social media. Some Facebook and WhatsApp memes 
are portraying women in the way gender roles have been represented. 
The study adopted a disparagement or superiority theory and social 
constructionism theory to examine the content of Zambian memes. Data 
for this article was drawn from general scanning of Facebook and 
WhatsApp. This study analyses how women are portrayed in Zambian 
memes on social media, particularly Facebook and WhatsApp. In this 
regard, this study used purposive sampling and selected 100 Facebook 
and WhatsApp memes as samples but only thirty were analysed in this 
study. Using thematic analysis of the sample, the representations of 
women in the Zambian memes sampled exhibited negative constructions 
of women and womanhood. Further, the findings showed that the 
language used in Zambian memes not only imparts joy and laughter, 
but also some statements that convey hatred, sarcasm, viciousness, and 
vulgarity to women."
View of An Examination of Common Errors in Essays Written By Secondary School Students in Malawi: Some Implications for Teaching,Law,https://journals.unza.zm/index.php/JLSS/article/view/792/655,https://journals.unza.zm/index.php/JLSS/article/download/792/655,"Abstract 
This study aimed at analysing errors in essays written by Malawian 
students who were learning English as a Second Language (ESL). Its 
specific focus was three-fold: to analyse errors using Corder’s (1974) 
five-stage approach to Error Analysis, to assess sources of the errors 
and to identify measures that could be applied to help students attain 
proficiency in English. The study utilised qualitative and quantitative 
designs. The participants in this study were students and teachers. 
The former were required to write essays which were analysed using 
Corder’s (1974) five-stage approach to Error Analysis while the latter 
were interviewed to establish sources of errors and ways to overcome 
them. The study has revealed that the following were the most frequent 
errors: tense, spelling, subject-verb agreement, articles, nouns, 
capitalisation and fragment. The study has further revealed that inter-
lingual and intra-lingual interferences were the main sources of errors. 
The study has further demonstrated that other factors such as a lapse in 
reading culture, carelessness and social media’s writing style influence 
students’ errors. This study has shown that Error Analysis is helpful 
to teachers because it enables them to identify specific and common 
problems. Teachers can, therefore, focus more attention on the identified 
problems. The findings have pedagogical implications for ESL teachers 
because they would employ appropriate pedagogy to minimise students’ 
errors in the area of grammar and sentence structures. The findings 
also have practical implications in the sense that some platforms could 
be organised in order to grill teachers on how to improve their content 
and pedagogical skills in ESL writing. Teachers could also use these 
platforms to share their experiences with fellow teachers and map the 
way forward to improve their instruction skills."
View of Application of Political Satire in Mission to Kala and Devil on The Cross,Political Science,https://journals.unza.zm/index.php/JLSS/article/view/793/654,https://journals.unza.zm/index.php/JLSS/article/download/793/654,"Abstract
The study attempted to demonstrate how political satire is applied 
in a pre-independence African fiction Mission to Kala and a post-
independence African fiction Devil on the Cross. Satire, mild or bitter, 
has a history of being used to expose the negative socio-economic and 
political realities perpetrated by both the sympathisers of colonialism 
and later the agents of neo-colonialism in the post-independence phase. 
The study employed the Marxist literary theory and Literary Onomastics 
through stylistic analysis and demonstrated how satire exposed the evils 
and how a ‘training camp’ in the colonial era was transformed into 
a ‘jungle’ in post-independent Africa. Character types in both periods 
exhibited parasitic traits such as greed, selfishness, narrow appetites and 
sadistic violence leading to exploitation and oppression. This historical 
transition was delineated on the basis of the colonised African elite and 
subordinates as the direct off-shoot of the African bourgeoisie groups, 
which created a symbolic connection between the two periods of time in 
the African context. The findings indicated that both texts maintained the 
Marxist outlook, employed ironic juxtaposition to satirise capitalism, 
each satirist employed a different style and Beti had the colonised 
African elite and subordinates as his targets of satire as opposed to 
Ngugi’s comprador politicians, comprador and national bourgeoisie. 
The masses were not spared of criticism."
View of Mining Associations in Zambia Supporting Women in Small-Scale Mining: A Case Study of Zambian Women in Mining Association,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/767/636,https://journals.unza.zm/index.php/JLSS/article/download/767/636,"Abstract
This article focuses on the findings presented from the primary data collected 
on the Mining Associations in Zambia in general, supporting women in small-
scale mining. Using the case study approach, particular attention is given 
to the Zambian Women in Mining Association (AZWIM) that was created 
specifically for women. The selection of the case study site was purposive 
since the association specifically supports women in small-scale mining. The 
data collected from the case study used the empirical method of observing 
the facts within their natural surroundings without any attempt to interpret 
those facts. In addition, eco-feminism as a feminist methodology that supports 
social change through activism was used to analyse the findings. Ideas 
and lessons were drawn from three selected examples from different parts 
of the world that embrace eco-feminist activism. Firstly, from ‘The Chikpo 
Movement’ in India where women saved the indigenous forests and their water 
resources from destruction by the limestone mining companies. Secondly, from 
the possibility to save from collapse the Brazilian dam which was created 
by the accumulation of the tailing over a decade of mining activities. The 
overflowing mud from the dam destroyed the communities and the eco-systems 
caused by the mining companies’ negligence. Finally, from the feminist table 
an initiative formed after the death of thirty-four mine workers during a strike 
in Marikana, a mining town in South Africa to help not only the mine workers 
but the women who supported the men who went on strike. The case study 
findings showed that there was a clear need to use eco-feminist activism in 
the mining associations as per the ideas and lessons drawn from the three 
selected examples to overcome the oppression of women and damage to the 
environment in small-scale mining in Zambia."
View of Culture-Specific Items in the Chichewa Translation of Achebe's Things Fall Apart,Sociology,https://journals.unza.zm/index.php/JLSS/article/view/768/635,https://journals.unza.zm/index.php/JLSS/article/download/768/635,"Abstract
The  article analyses ‘Chipasupasu’ a Chichewa translation of Achebe’s ‘Things 
Fall Apart’ to determine the strategies adopted in translating culture-specific 
items (CSIs) into Chichewa. Specifically, it seeks to address the following 
questions: what treatment – foreignisation or domestication – is given to 
individual CSIs in the translation?; which translation strategy is dominant 
in the translated text? and what is the nature of the meanings that resulted 
from the translation process, following the use of the dominating strategy? 
Data comprised extracts from the two novels and these were tabulated and 
analysed to identify translation strategies used in the translation of each CSI. 
The analysis was carried out considering Venuti’s (1995) domestication and 
foreignisation model, which states that the former is target-culture oriented 
and seeks to achieve a natural translation in the target language while the 
latter is source-culture oriented and ensures that a translated text is literal 
and faithful to the original text. As the findings show, the translator used 
foreignisation as his main tool for handling CSIs, in some cases he had no 
other option, while in other cases he did it deliberately; this tendency made 
foreignisation a dominant strategy in the translation, as its occurrence 
is 75 per cent as compared with that of domestication; as a result of this 
dominance, some of the results are plausible, while others are confusing and 
fail to communicate. Indeed, the preference of one strategy over the other 
depends on the translator and the ultimate function of the translation. This 
article however concludes that this translation would remain source-culture 
oriented for the translator and easy to understand for the target reader if the 
choice of foreignisation was accompanied by another tool, such as, the use of 
explanations in form of footnotes."
View of Tonga Funeral Songs: A Path to understanding the Tonga People of Southern Zambia,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/769/634,https://journals.unza.zm/index.php/JLSS/article/download/769/634,"Abstract
The focus of this article is on the Tonga funeral songs as a path to understanding 
the Tonga people of southern Zambia. A funeral song also known as dirge is ‘a 
highly stylistic form of expression that is governed by specific poetic recitative 
conventions used to express the feelings of the mourners in a determinate form 
and performance procedure’ (Akporobaro, 2001: 66). Funeral songs (dirges) 
are ubiquitous in Africa and indeed in the Tongaland when death strikes in 
the community. There are a number of activities that take place during and 
after the mourning period and these include song performances, cleansing, 
animal sacrifices, burial, memorial ceremonies and many others. This article 
however concerned with the funeral songs that are performed during the 
funeral among the Tongas. Being a qualitative study, ten informants were 
purposively selected from Gwembe, Choma, Namwala, Mazabuka and Kabwe 
districts respectively. Thematic analysis was employed during data analysis as 
it was found befitting of the qualitative research being undertaken. The article 
restricted itself to songs such as Kuzemba, Kuyabila, Bukonkoolo, Zitengulo, 
Buntibe and Nyeele songs as conduits through which one can understand the 
Tonga people since music is an expression of the social fabric of the culture."
View of The Significance of Land in Chinua Achebe’s Things Fall Apart,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/770/633,https://journals.unza.zm/index.php/JLSS/article/download/770/633,"Abstract
This article is concerned with the significance of land in Chinua 
Achebe’s seminal work ‘Things Fall Apart’. It focuses on questions of 
how the land is distributed and utilised and the attitudes and beliefs 
surrounding it. In handling the question, the article analyses various 
situations and contexts in which issues of land and its use arise. The 
main tool of analysis is ecocriticism complemented by the social 
constructionist theory. The article argues that the Igbo culture as 
presented in Things Fall Apart is a nature-culture characterised by 
land as a culture-scape. The beliefs of the Igbo determine how they 
relate to and use the land. Further the article argues that land is very 
central to the life and lifestyle of the Igbo people as it helps define 
their religion and customary practices.
Key Terms: 	culturescape, nature culture, centrality of land, ecocriticism, African ecocriticism, 
ecophilosophy, traditional religion, social constructionism, Okonkwo"
View of How University of Ilorin Undergraduates Perceive Nigeria's Independent National Electoral Commission's Social Media use for Citizens' Engagement,Sociology,https://journals.unza.zm/index.php/JLSS/article/view/771/632,https://journals.unza.zm/index.php/JLSS/article/download/771/632,"Abstract
Using mixed method with questionnaire and in-depth interview as instruments 
of data collection, a study was carried out with the objective of finding 
out undergraduates’ perception of the Independent National Electoral 
Commission’s (INEC) deployment of social media to engage citizens. 
Population of the study was 44,919 undergraduates at the University of 
Ilorin, Nigeria from which a sample of 386 was drawn for the quantitative 
aspect and fifteen informants for the qualitative aspect. The quantitative data 
was analysed using Statistical Package for Social Sciences 21 version while 
responses of informants were recorded and transcribed by the researchers. 
Findings showed that undergraduates, who are active users of social media 
perceived messages the electoral body posted as untrustworthy. In addition, 
the body lacked visibility on social media. The study concluded that INEC’s 
use of social media for citizens’ engagement was in response to the demand 
of the contemporary society which social media cannot be ignored. The study 
recommended the need for INEC to be more aggressive in social media use as 
well as build public trust through prompt responses to issues and allegations."
View of Documentation and Memorialisation of the First Battles against Colonisation in Zimbabwe,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/757/625,https://journals.unza.zm/index.php/JLSS/article/download/757/625,"Abstract
The first few years of British occupation in Zimbabwe was characterised 
by power struggle between the indigenous population groups who were 
dissatisfied with systematic settler style of dispossessing them of their 
wealth and power. The result was local and regional wars, (Rebellions/
Uprisings/ Umvhukela/ 1st Chimurenga). After the war, the British South 
African Company (BSAC) documented and memorialised most prominent 
battles of the conflict and yet the indigenous people who could not read and 
write could not do the same. The article seeks to motivate Zimbabweans to 
recognise the participation of the indigenous people into this conflict as a 
historic event whose documentation and memorialisation is an important 
component of the liberation heritage of Zimbabwe. The documentation 
and memorialisation of the conflict by the other belligerent is enough 
authentication that the indigenous people staged a brave and heroic fight 
which doubtlessly was characterised by commitment to a genuine cause 
of the black people to protect their birth right. It is only the inability 
to read and write of our ancestry which has mandated us to accept the 
description of the era as a dark history, which is worthy documentation 
and memorialisation for the benefit of the present and future generation. 
The researchers employed qualitative research method of acquiring data 
through desktop research and observation techniques. The article came 
to conclusion that the war between Zimbabwe and the then Rhodesia and 
their opponents should be documented so as to assist the present generation 
appreciate the history of the nation and preserve their heritage."
View of Noun Predication in CiTonga,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/758/626,https://journals.unza.zm/index.php/JLSS/article/download/758/626,"Abstract
This study is an account of noun predication in CiTonga. The morphemes 
responsible for noun predication are identified and discussed to bring 
forth their morphosyntactic role. Data for the study are collected mainly 
through intuition. The informing theoretical perspective in the study is 
Distributed Morphology. This theory addresses the interface between 
morphological and syntactic processes. The study advances that noun 
predicative morphemes in Tonga, in addition to converting nouns into 
predicates, implement two degrees of emphasis on the noun to which they are 
preprefixed. It is further noted that each predicative morpheme is restricted 
to specific noun classes. From the data used, the study also notes that 
predicative morphemes (morphemes used to convert noun into predicates) 
are governed by the noun that they predicate morphophonologically. 
In terms of meaning, it is noted that predicate nouns have two levels of 
meaning; the literal and the actual meaning. The study concludes that 
predicative morphemes in CiTonga are highly productive and can be 
analysed phonologically, morphologically, syntactically and semantically."
View of Aspects of Gothic Tradition in the Literary Imagination of Nnedi Okorafor,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/759/627,https://journals.unza.zm/index.php/JLSS/article/download/759/627,"Abstract
The Gothic writing has often been perceived as a form of Western fiction- making. 
This apparently is based on the fact that Gothic genre originated in Europe in 
the late 18th century and has been widely exploited in the West (Europe and 
North America). Contrary to these assumptions, it can be confirmed that Gothic 
mode has indeed been appropriated by many non–Western fiction writers. An in-
depth interrogation of Nnedi Okorafor’s, selected novels like ‘Who Fears death’, 
Akata Witch and The Book of Phoenix reveal that she does indeed appropriate 
Gothic elements. This article therefore critically examines aspects of Gothic 
tradition in Nnedi Okorafor’s selected novels. It seeks to portray how unique 
Gothic motifs like monstrosity, villainy and morality have been appropriated, 
transformed and complicated in Nnedi Okorafor’s selected novels ‘Who Fears 
death’, ‘Akata Witch’ and ‘The Book of Phoenix’. This study found out that 
that the three motifs indeed exist in Okorafor’s selected novels and are closely 
related. Gothic Monsters are generally implicated in subversion of social norms 
and nature. This often renders them villainous and their defeat, as portrayed in 
the analysed texts, leads to a restoration of moral order in a given society. Yet 
the findings affirm that physical or moral monstrosity of a character does not 
necessarily qualify her or him to be a villain. Villainy is tied to innate monstrosity 
which manifests itself through characters’ inhuman, unjust, and oppressive 
attitude towards the perceived other. This piece therefore concludes that Nnedi 
Okorafor does indeed appropriate the Gothic motifs of monstrosity, villainy and 
morality in a manner that offers radically fresh means of highlighting Africa’s 
complex reality."
View of A Contrastive Study of IciBemba and Mambwe at Phonological Level,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/760/628,https://journals.unza.zm/index.php/JLSS/article/download/760/628,"ABSTRACT
A contrastive study between IciBemba and Mambwe at phonological 
level sought to find out how Standard Bemba and Rural Mambwe differ in 
terms of phonology. The investigation was motivated by the proximity of 
Bemba and Mambwe speaking communities in Mbala district of Northern 
province. 
The researcher used qualitative research design because he sought to 
focus on words rather than on numbers. His methods were exploratory 
and descriptive: seeking to unearth the opinions, thoughts and feelings 
of the respondents. In this study, respondents were freely able to disclose 
their experiences, thoughts and feelings without constraint. This research 
design enabled the researcher to have an in-depth involvement by way 
of semi-structured interviews, focus-group discussions and observation. 
The researcher had an opportunity to follow up, through focus-group 
discussions, on the responses given earlier by the key informant who 
is very proficient in Mambwe. All the informants are proficient in the 
languages under study. It is this in-depth involvement by the researcher 
with the informants and his analysis and interpretation of the data that has 
shaped the outcome of this study. 
 The differences have been noted in segmental phonology with regard 
to vowels and consonants, the application of deletion, insertion and 
allophonic rules, sound segments in causative and intensive verbal forms, 
semivocalisation, coalescence and vowel harmony
It is, therefore, concluded from the study that the phonological 
differences between the languages under study contribute to: (1) mutual 
unintelligibility between IciBemba and Mambwe speakers who have had 
no experience of each other’s language and (2) the absence of linguistic 
convergence between IciBemba and Mambwe despite that they are spoken 
in the same geographical space.
Key terms: 	 Standard IciBemba, Rural Mambwe, Mutual Intelligibility, Linguistic 
Convergence, Semivocalisation, Coalescence, Vowel Harmony"
View of Examining Challenges that Affect the Implementation of the National Reading Programme by Teachers: A Case of Selected Schools in Malawi,Law,https://journals.unza.zm/index.php/JLSS/article/view/761/629,https://journals.unza.zm/index.php/JLSS/article/download/761/629,"Abstract
The Ministry of Education, Science and Technology (MoEST) in Malawi 
introduced the National Reading Programme (NRP) in 2015 to improve 
early grade learners’ literacy skills. However, results from the 2017 and 2018 
national reading assessment for Standard 2, Standard 4 and the NRP monitoring 
strategy revealed that the state of reading achievement was still below average. 
This study therefore examined challenges that affect the implementation of 
NRP by teachers. The study was qualitative in nature and was guided by the 
Social Constructivist Theory. Data was collected through semi-structured 
interviews with sixteen teachers, four head teachers, two Primary Education 
Advisors (PEAs) and one NRP Officer. Documentary analysis and classroom 
observations were done to triangulate data collected through interviews.
The study revealed that improvements in aspects of education systems  
including proper training and distribution of teachers, improved school 
infrastructure and community involvement, etc., are certainly necessary to 
achieve universal literacy. The study also suggested that it is only through 
everyone’s hard work and commitment that would ensure the realisation of  
the important goal of having all Malawian children be able to read and write.
The study is important because it provides a set of principles of learning 
about ideas and practices that promote learners’ academic achievement in 
reading and writing. Another anticipated value of the study is that it aggregates 
previous relevant studies on the problems surrounding the language curriculum 
implementation and synthesise the findings of previous studies."
View of “Sexing African Time and Space”: The Fetish of the Colonial Gender,Sociology,https://journals.unza.zm/index.php/JLSS/article/view/469/414,https://journals.unza.zm/index.php/JLSS/article/download/469/414,"Abstract
This article examines how Alain Mabanckou uses sexual allegories in his novel 
Broken glass (2010) to express (neo)-colonial realities in which Africa is charmed 
by the West into assuming the role of the sexual subaltern. Mabanckou appears 
to reinvigorate the sexual allegories of rape and prostitution for expressing the 
penetrative tendencies of colonialism by affixing their connotations of exploitation to 
the harsh socio-economic and political realities of (neo)-colonialism, thus creating 
a motif which is termed in the article as the fetish of colonial gender. Its coalescent 
value might be of great interest in postcolonial studies since it reveals how neo-
colonialists ascribe the subaltern’s time and space with exploitable sex through the 
charm of global economy. The critical discussion is built on textual research methods 
and it highlights on the fabric that holds the neo-colonial relationship between the 
West and Africa. 
Key words: colonial gender, (neo)-colonialism, sexed time and space."
View of Youth Conversion from Mainstream to Pentecostal Churches: A Case of Selected Churches in Matero and Emmasdale Townships in Lusaka District,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/468/413,https://journals.unza.zm/index.php/JLSS/article/download/468/413,"Abstract  
The study sought to investigate the reasons that led to youth conversion from mainstream 
to Pentecostal churches in Emmasdale and in the neighbourhood of Matero. The study was 
guided by Horton’s intellectualist theory of conversion in Africa. It used a case study design. 
The method of data collection included semi-structured interviews, focus group discussions 
and questionnaire. Findings of the study were that, there was automatic conversion taking 
place among the youths in mainstream churches to Pentecostalism. This was evident in all 
respondents in mega Pentecostal Church who had a mainstream background. Church leaders 
in mainstream churches were aware of youth converting to Pentecostal churches by accepting 
back the youths who had converted to a Pentecostal Church but had later made up their 
minds to go back. The study further revealed that non-Pentecostal parents supported and 
encouraged their children who converted to a mega Pentecostal Church owing to incentives 
such as; scholarships, employment and supportive programmes provided to their children. 
The study recommends that: sermon presentation should be revised in some mainstream 
churches. Explaining scriptures should not be exegetical only but linking scriptures to real life 
struggles of the youth. The church leaders in mainstream churches must formulate programmes 
that are more practical and youth oriented like charismatic prayer service, provision of 
scholarship, employment and positions of responsibilities through different ministries within 
the mainstream churches. Non-Pentecostal parents should not be too sceptical about children 
who associate themselves with Pentecostalism but encourage them to genuinely convert to 
this brand of Christianity.    
Key words: Conversion, Pentecostalism, Charismatic churches, Mainstream churches"
View of Locative Inversion as an Alternation Phenomenon in Setswana: The Case of Lexical Functional Grammar Theory,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/467/405,https://journals.unza.zm/index.php/JLSS/article/download/467/405,"Abstract
The paper has examined locative inversion constructions in Setswana, showing that the 
pre-posed locative phrase in these constructions is not the subject as it is viewed by other 
linguists in the literature. It has been argued, in this paper, that locative phrase occurs in the 
sentence initial position to perform the topic function which sets the scene for the focused 
noun phrase that alternates with it (locative phrase).  The analysis has been achieved through 
information structure approach, showing the locative phrase that occurs in sentence initial 
position is a discourse phenomenon showing given information, and that the focused post-
verbal noun phrase is new information that is emphasised on.  Also, an appeal is made to 
Lexical Functional Grammar Approach to explain different ways of representing syntactic 
structures such as constituent structure and the functional structure. 
Key words: argument, information structure, locative, topic, focus, Lexical Functional Grammar"
View of The Cultural and Historical Significance of Kalanga Place Names in Midlands Province of Zimbabwe,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/470/416,https://journals.unza.zm/index.php/JLSS/article/download/470/416,"Abstract
The discipline of onomastics is still at its infancy yet it constitutes a very important aspect 
of the day to day survival of a people in the society. Naming is part of oral tradition in 
African societies, people were never used to write and record things but rather their names. 
This means that names are a historical record that would carry some aspects of a people’s 
way of life which include their history, beliefs and customs among others. On the same 
note, Midlands Province constitute of people from different backgrounds mainly Shona and 
Ndebele. Of interest to this research is the presence of the Kalanga people through some 
toponyms that are found in the area. In light of this view, this study therefore seeks to identify 
and unlock the culture and history embedded in these names by looking at the significance of 
Kalanga place names in Midlands Province. The study argues that place names or toponyms 
of any people carry with them a history, meaning and significance to particular people that 
name the places, thus studying the place names in this community can be a valuable tool of 
unpacking the history surrounding the Kalanga people in Midlands Province in Zimbabwe. 
Guided by the Afrocentric paradigm, specifically nommoic creativity tenant, the study seeks to 
explore the cultural and historical significance of Kalanga toponyms in Midlands Province."
View of Ideologically-based Polarisation and Racism in Discourse,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/382/350,https://journals.unza.zm/index.php/JLSS/article/download/382/350,"Abstract
“The privileged” against “the others”, “Us” against “Them”, “the Top” against “the Bottom” 
and “the Citizen” against “the Refugee/Immigrant”- are all ideologically-based discourses that 
classify human beings. The present study, being discourse analytical, aims to shed light on some 
discourses of polarization that are ideologically based and detect examples of such discourses in 
various fields as politics, science, sport and education. Methodological framework is based on 
Van Dijk’s models of ideological discourse analysis (2006a, 2006b &2007). Accordingly, a critical 
analysis of these discourses is applied in order to decode the meaning that lies deep within them, 
a meaning that reveals the deeply-rooted ideology that makes some believe that they deserve to be 
“the privileged” while other people are “the others” that are not privileged. Van Dijk’s model of 
ingroup-outgroup polarization (Emphasizing Our good things and Their bad things; Mitigating 
Our bad things and their good things) stands as a comprehensive/abstract standard that is to be 
detected in the data of this study. The paper concludes that the critical analysis of discourse has 
shown polarization/racism to be widespread in different fields of life. It calls for making changes 
in the way people think and conceive of “the others”- a first step towards a better socio-political 
atmosphere."
